number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
242,27283.694595,2026-03-26 02:10:42.545896,2026-03-26 02:10:46.325625,0 days 00:00:03.779729,12,True,True,True,False,True,580,0.2,810,5,3,0.14,0.95,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3337, 'win_rate': 0.9769, 'net_profit_brl': 37710.0, 'avg_profit_brl': 11.3, 'avg_win_brl': 13.04, 'avg_loss_brl': -73.92, 'profit_factor': 8.8481, 'max_drawdown_pct': 1.38, 'expected_payoff': 11.3, 'on_tester_value': 27283.694595}",COMPLETE
243,29722.233333,2026-03-26 02:10:46.325686,2026-03-26 02:10:49.867877,0 days 00:00:03.542191,29,True,False,True,True,True,605,0.15,815,10,6,0.15000000000000002,0.75,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2383, 'win_rate': 0.9698, 'net_profit_brl': 37465.0, 'avg_profit_brl': 15.72, 'avg_win_brl': 17.68, 'avg_loss_brl': -61.64, 'profit_factor': 12.0516, 'max_drawdown_pct': 1.26, 'expected_payoff': 15.72, 'on_tester_value': 29722.233333}",COMPLETE
244,29697.917308,2026-03-26 02:10:49.867948,2026-03-26 02:10:53.141014,0 days 00:00:03.273066,25,False,True,False,True,True,590,0.15,900,10,3,0.12000000000000001,0.8500000000000001,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2845, 'win_rate': 0.9722, 'net_profit_brl': 29505.0, 'avg_profit_brl': 10.37, 'avg_win_brl': 12.09, 'avg_loss_brl': -55.28, 'profit_factor': 8.5172, 'max_drawdown_pct': 0.99, 'expected_payoff': 10.37, 'on_tester_value': 29697.917308}",COMPLETE
245,56816.842105,2026-03-26 02:10:53.141060,2026-03-26 02:10:56.646405,0 days 00:00:03.505345,17,True,True,True,True,True,595,0.30000000000000004,830,2,3,0.14,0.7,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3522, 'win_rate': 0.9767, 'net_profit_brl': 39000.0, 'avg_profit_brl': 11.07, 'avg_win_brl': 12.3, 'avg_loss_brl': -51.72, 'profit_factor': 12.7825, 'max_drawdown_pct': 0.69, 'expected_payoff': 11.07, 'on_tester_value': 56816.842105}",COMPLETE
246,64356.22,2026-03-26 02:10:56.646478,2026-03-26 02:11:00.154474,0 days 00:00:03.507996,24,True,True,True,False,True,540,0.15,850,8,3,0.21000000000000002,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5003, 'win_rate': 0.9037, 'net_profit_brl': 41480.0, 'avg_profit_brl': 8.29, 'avg_win_brl': 11.94, 'avg_loss_brl': -40.7, 'profit_factor': 4.3197, 'max_drawdown_pct': 0.64, 'expected_payoff': 8.29, 'on_tester_value': 64356.22}",COMPLETE
247,60960.35,2026-03-26 02:11:00.154587,2026-03-26 02:11:03.364271,0 days 00:00:03.209684,23,True,False,True,False,True,565,0.2,755,3,3,0.15000000000000002,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2895, 'win_rate': 0.9351, 'net_profit_brl': 28060.0, 'avg_profit_brl': 9.69, 'avg_win_brl': 12.3, 'avg_loss_brl': -43.35, 'profit_factor': 6.3499, 'max_drawdown_pct': 0.46, 'expected_payoff': 9.69, 'on_tester_value': 60960.35}",COMPLETE
248,72868.085294,2026-03-26 02:11:03.364323,2026-03-26 02:11:06.734341,0 days 00:00:03.370018,33,True,False,True,True,True,540,0.2,715,2,7,0.16,0.5,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5072, 'win_rate': 0.8385, 'net_profit_brl': 70665.0, 'avg_profit_brl': 13.93, 'avg_win_brl': 22.71, 'avg_loss_brl': -41.98, 'profit_factor': 3.7284, 'max_drawdown_pct': 0.97, 'expected_payoff': 13.93, 'on_tester_value': 72868.085294}",COMPLETE
249,52870.778571,2026-03-26 02:11:06.734432,2026-03-26 02:11:10.207968,0 days 00:00:03.473536,14,True,True,True,False,True,600,0.15,760,3,4,0.13,0.5,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2636, 'win_rate': 0.9336, 'net_profit_brl': 38565.0, 'avg_profit_brl': 14.63, 'avg_win_brl': 18.31, 'avg_loss_brl': -46.06, 'profit_factor': 6.9376, 'max_drawdown_pct': 0.73, 'expected_payoff': 14.63, 'on_tester_value': 52870.778571}",COMPLETE
250,21894.482143,2026-03-26 02:11:10.208020,2026-03-26 02:11:14.146630,0 days 00:00:03.938610,33,True,False,True,True,False,570,0.2,700,2,3,0.12000000000000001,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2883, 'win_rate': 0.9043, 'net_profit_brl': 24650.0, 'avg_profit_brl': 8.55, 'avg_win_brl': 12.21, 'avg_loss_brl': -37.64, 'profit_factor': 4.4284, 'max_drawdown_pct': 1.13, 'expected_payoff': 8.55, 'on_tester_value': 21894.482143}",COMPLETE
251,86863.338636,2026-03-26 02:11:14.146682,2026-03-26 02:11:17.894325,0 days 00:00:03.747643,34,True,True,True,True,True,540,0.15,850,4,4,0.19,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6869, 'win_rate': 0.9058, 'net_profit_brl': 56555.0, 'avg_profit_brl': 8.23, 'avg_win_brl': 12.02, 'avg_loss_brl': -41.36, 'profit_factor': 4.1006, 'max_drawdown_pct': 0.65, 'expected_payoff': 8.23, 'on_tester_value': 86863.338636}",COMPLETE
252,4015.793182,2026-03-26 02:11:17.894383,2026-03-26 02:11:21.125753,0 days 00:00:03.231370,38,True,False,False,True,True,590,0.2,580,1,8,0.18,0.6,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 219, 'win_rate': 0.8858, 'net_profit_brl': 3985.0, 'avg_profit_brl': 18.2, 'avg_win_brl': 27.45, 'avg_loss_brl': -55.83, 'profit_factor': 3.9739, 'max_drawdown_pct': 0.99, 'expected_payoff': 18.2, 'on_tester_value': 4015.793182}",COMPLETE
253,9120.15,2026-03-26 02:11:21.125806,2026-03-26 02:11:24.513176,0 days 00:00:03.387370,40,True,False,True,True,True,575,0.30000000000000004,635,2,7,0.22,0.75,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1076, 'win_rate': 0.8931, 'net_profit_brl': 23385.0, 'avg_profit_brl': 21.73, 'avg_win_brl': 33.28, 'avg_loss_brl': -80.37, 'profit_factor': 3.7192, 'max_drawdown_pct': 2.56, 'expected_payoff': 21.73, 'on_tester_value': 9120.15}",COMPLETE
254,57216.15,2026-03-26 02:11:24.513244,2026-03-26 02:11:27.966811,0 days 00:00:03.453567,31,True,False,True,True,True,580,0.25,735,5,8,0.1,0.5,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3980, 'win_rate': 0.8384, 'net_profit_brl': 52470.0, 'avg_profit_brl': 13.18, 'avg_win_brl': 23.1, 'avg_loss_brl': -44.59, 'profit_factor': 3.1316, 'max_drawdown_pct': 0.92, 'expected_payoff': 13.18, 'on_tester_value': 57216.15}",COMPLETE
255,83529.607895,2026-03-26 02:11:27.966863,2026-03-26 02:11:31.532769,0 days 00:00:03.565906,15,True,True,True,False,True,550,0.15,830,3,3,0.15000000000000002,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5323, 'win_rate': 0.9335, 'net_profit_brl': 50335.0, 'avg_profit_brl': 9.46, 'avg_win_brl': 12.47, 'avg_loss_brl': -42.36, 'profit_factor': 5.3206, 'max_drawdown_pct': 0.6, 'expected_payoff': 9.46, 'on_tester_value': 83529.607895}",COMPLETE
256,49596.543056,2026-03-26 02:11:31.532830,2026-03-26 02:11:35.082256,0 days 00:00:03.549426,10,True,True,True,False,True,585,0.2,840,1,3,0.12000000000000001,0.6,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3756, 'win_rate': 0.9345, 'net_profit_brl': 55295.0, 'avg_profit_brl': 14.72, 'avg_win_brl': 19.21, 'avg_loss_brl': -55.11, 'profit_factor': 5.5604, 'max_drawdown_pct': 1.11, 'expected_payoff': 14.72, 'on_tester_value': 49596.543056}",COMPLETE
257,29790.719048,2026-03-26 02:11:35.082308,2026-03-26 02:11:38.817006,0 days 00:00:03.734698,37,True,True,True,True,True,585,0.2,875,4,5,0.15000000000000002,0.6,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3954, 'win_rate': 0.8189, 'net_profit_brl': 64280.0, 'avg_profit_brl': 16.26, 'avg_win_brl': 33.79, 'avg_loss_brl': -65.68, 'profit_factor': 2.4245, 'max_drawdown_pct': 2.16, 'expected_payoff': 16.26, 'on_tester_value': 29790.719048}",COMPLETE
258,41814.0125,2026-03-26 02:11:38.817056,2026-03-26 02:11:42.419923,0 days 00:00:03.602867,38,True,True,True,True,True,555,0.15,660,8,3,0.21000000000000002,0.8,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3286, 'win_rate': 0.9489, 'net_profit_brl': 44365.0, 'avg_profit_brl': 13.5, 'avg_win_brl': 16.93, 'avg_loss_brl': -64.85, 'profit_factor': 6.2628, 'max_drawdown_pct': 1.06, 'expected_payoff': 13.5, 'on_tester_value': 41814.0125}",COMPLETE
259,40071.675,2026-03-26 02:11:42.419988,2026-03-26 02:11:46.053923,0 days 00:00:03.633935,15,True,True,True,False,True,545,0.15,865,4,3,0.13,0.8,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6782, 'win_rate': 0.8786, 'net_profit_brl': 93155.0, 'avg_profit_brl': 13.74, 'avg_win_brl': 24.32, 'avg_loss_brl': -69.43, 'profit_factor': 2.7985, 'max_drawdown_pct': 2.32, 'expected_payoff': 13.74, 'on_tester_value': 40071.675}",COMPLETE
260,43367.595,2026-03-26 02:11:46.053999,2026-03-26 02:11:49.786122,0 days 00:00:03.732123,11,True,True,True,True,True,570,0.2,880,1,3,0.18,0.8,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4099, 'win_rate': 0.9685, 'net_profit_brl': 44755.0, 'avg_profit_brl': 10.92, 'avg_win_brl': 12.38, 'avg_loss_brl': -58.6, 'profit_factor': 11.1832, 'max_drawdown_pct': 1.03, 'expected_payoff': 10.92, 'on_tester_value': 43367.595}",COMPLETE
261,31231.474265,2026-03-26 02:11:49.786167,2026-03-26 02:11:53.329339,0 days 00:00:03.543172,24,True,False,True,True,True,560,0.15,830,6,3,0.12000000000000001,0.65,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5485, 'win_rate': 0.8693, 'net_profit_brl': 76975.0, 'avg_profit_brl': 14.03, 'avg_win_brl': 23.49, 'avg_loss_brl': -57.01, 'profit_factor': 3.199, 'max_drawdown_pct': 2.46, 'expected_payoff': 14.03, 'on_tester_value': 31231.474265}",COMPLETE
262,39963.826667,2026-03-26 02:11:53.329385,2026-03-26 02:11:56.868002,0 days 00:00:03.538617,14,True,True,False,False,True,545,0.2,810,1,3,0.19,0.65,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3267, 'win_rate': 0.936, 'net_profit_brl': 44920.0, 'avg_profit_brl': 13.75, 'avg_win_brl': 17.34, 'avg_loss_brl': -50.59, 'profit_factor': 6.5491, 'max_drawdown_pct': 1.12, 'expected_payoff': 13.75, 'on_tester_value': 39963.826667}",COMPLETE
263,7108.453297,2026-03-26 02:11:56.868049,2026-03-26 02:12:00.330775,0 days 00:00:03.462726,11,True,True,True,True,False,705,0.25,875,2,3,0.11,0.7,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1139, 'win_rate': 0.8674, 'net_profit_brl': 18145.0, 'avg_profit_brl': 15.93, 'avg_win_brl': 31.35, 'avg_loss_brl': -86.07, 'profit_factor': 2.4148, 'max_drawdown_pct': 2.55, 'expected_payoff': 15.93, 'on_tester_value': 7108.453297}",COMPLETE
264,62041.1375,2026-03-26 02:12:00.330839,2026-03-26 02:12:03.571036,0 days 00:00:03.240197,23,True,True,True,True,True,590,0.15,825,2,3,0.1,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5151, 'win_rate': 0.9305, 'net_profit_brl': 49025.0, 'avg_profit_brl': 9.52, 'avg_win_brl': 12.43, 'avg_loss_brl': -37.61, 'profit_factor': 5.6557, 'max_drawdown_pct': 0.79, 'expected_payoff': 9.52, 'on_tester_value': 62041.1375}",COMPLETE
265,95970.0875,2026-03-26 02:12:03.571103,2026-03-26 02:12:06.383281,0 days 00:00:02.812178,12,True,True,True,False,True,610,0.2,885,8,4,0.11,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3213, 'win_rate': 0.953, 'net_profit_brl': 34615.0, 'avg_profit_brl': 10.77, 'avg_win_brl': 12.91, 'avg_loss_brl': -40.54, 'profit_factor': 8.0571, 'max_drawdown_pct': 0.36, 'expected_payoff': 10.77, 'on_tester_value': 95970.0875}",COMPLETE
266,106438.4775,2026-03-26 02:12:06.383323,2026-03-26 02:12:09.397283,0 days 00:00:03.013960,33,True,True,True,True,True,540,0.15,770,11,4,0.17,0.65,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 7224, 'win_rate': 0.8565, 'net_profit_brl': 101515.0, 'avg_profit_brl': 14.05, 'avg_win_brl': 23.15, 'avg_loss_brl': -51.49, 'profit_factor': 3.4341, 'max_drawdown_pct': 0.95, 'expected_payoff': 14.05, 'on_tester_value': 106438.4775}",COMPLETE
267,35012.922764,2026-03-26 02:12:09.397349,2026-03-26 02:12:12.069335,0 days 00:00:02.671986,13,True,True,True,False,False,580,0.2,890,7,5,0.11,0.75,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3371, 'win_rate': 0.908, 'net_profit_brl': 54035.0, 'avg_profit_brl': 16.03, 'avg_win_brl': 25.17, 'avg_loss_brl': -78.53, 'profit_factor': 3.3483, 'max_drawdown_pct': 1.54, 'expected_payoff': 16.03, 'on_tester_value': 35012.922764}",COMPLETE
268,70039.031579,2026-03-26 02:12:12.069382,2026-03-26 02:12:15.177874,0 days 00:00:03.108492,33,True,True,True,True,True,555,0.15,750,9,4,0.17,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5009, 'win_rate': 0.9243, 'net_profit_brl': 43760.0, 'avg_profit_brl': 8.74, 'avg_win_brl': 11.58, 'avg_loss_brl': -36.75, 'profit_factor': 5.4426, 'max_drawdown_pct': 0.62, 'expected_payoff': 8.74, 'on_tester_value': 70039.031579}",COMPLETE
269,34548.015,2026-03-26 02:12:15.177927,2026-03-26 02:12:18.486688,0 days 00:00:03.308761,12,True,True,True,False,False,600,0.30000000000000004,875,2,3,0.17,0.8,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1701, 'win_rate': 0.973, 'net_profit_brl': 28065.0, 'avg_profit_brl': 16.5, 'avg_win_brl': 18.89, 'avg_loss_brl': -91.29, 'profit_factor': 9.784, 'max_drawdown_pct': 0.81, 'expected_payoff': 16.5, 'on_tester_value': 34548.015}",COMPLETE
270,37613.991304,2026-03-26 02:12:18.486825,2026-03-26 02:12:21.870945,0 days 00:00:03.384120,13,True,True,True,False,True,625,0.30000000000000004,790,7,3,0.13,0.55,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2001, 'win_rate': 0.9445, 'net_profit_brl': 30505.0, 'avg_profit_brl': 15.24, 'avg_win_brl': 18.71, 'avg_loss_brl': -51.7, 'profit_factor': 7.2767, 'max_drawdown_pct': 0.81, 'expected_payoff': 15.24, 'on_tester_value': 37613.991304}",COMPLETE
271,48074.514286,2026-03-26 02:12:21.871023,2026-03-26 02:12:25.436856,0 days 00:00:03.565833,10,True,True,True,True,True,610,0.30000000000000004,865,4,4,0.12000000000000001,0.6,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3594, 'win_rate': 0.9071, 'net_profit_brl': 61260.0, 'avg_profit_brl': 17.05, 'avg_win_brl': 25.23, 'avg_loss_brl': -67.31, 'profit_factor': 3.9171, 'max_drawdown_pct': 1.27, 'expected_payoff': 17.05, 'on_tester_value': 48074.514286}",COMPLETE
272,7491.295522,2026-03-26 02:12:25.436916,2026-03-26 02:12:29.145288,0 days 00:00:03.708372,15,True,True,False,False,True,615,0.15,860,7,6,0.23,0.8,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1020, 'win_rate': 0.8863, 'net_profit_brl': 21340.0, 'avg_profit_brl': 20.92, 'avg_win_brl': 35.38, 'avg_loss_brl': -95.9, 'profit_factor': 3.0047, 'max_drawdown_pct': 2.85, 'expected_payoff': 20.92, 'on_tester_value': 7491.295522}",COMPLETE
273,102970.561538,2026-03-26 02:12:29.145366,2026-03-26 02:12:33.179929,0 days 00:00:04.034563,33,True,True,True,True,True,550,0.25,805,14,3,0.17,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5116, 'win_rate': 0.9464, 'net_profit_brl': 71930.0, 'avg_profit_brl': 14.06, 'avg_win_brl': 17.36, 'avg_loss_brl': -58.09, 'profit_factor': 6.925, 'max_drawdown_pct': 0.7, 'expected_payoff': 14.06, 'on_tester_value': 102970.561538}",COMPLETE
274,36538.202564,2026-03-26 02:12:33.179988,2026-03-26 02:12:38.397833,0 days 00:00:05.217845,34,False,True,True,True,True,585,0.30000000000000004,860,7,6,0.1,0.65,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4295, 'win_rate': 0.8398, 'net_profit_brl': 60845.0, 'avg_profit_brl': 14.17, 'avg_win_brl': 28.55, 'avg_loss_brl': -64.64, 'profit_factor': 2.4437, 'max_drawdown_pct': 1.67, 'expected_payoff': 14.17, 'on_tester_value': 36538.202564}",COMPLETE
275,5733.782456,2026-03-26 02:12:38.397900,2026-03-26 02:12:44.546321,0 days 00:00:06.148421,38,True,True,True,True,True,660,0.2,775,11,4,0.12000000000000001,0.95,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1616, 'win_rate': 0.8744, 'net_profit_brl': 28110.0, 'avg_profit_brl': 17.39, 'avg_win_brl': 35.29, 'avg_loss_brl': -109.32, 'profit_factor': 2.2921, 'max_drawdown_pct': 4.9, 'expected_payoff': 17.39, 'on_tester_value': 5733.782456}",COMPLETE
276,134698.736842,2026-03-26 02:12:44.546424,2026-03-26 02:12:49.441218,0 days 00:00:04.894794,37,True,True,True,True,True,585,0.30000000000000004,825,15,4,0.16,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3395, 'win_rate': 0.9711, 'net_profit_brl': 52660.0, 'avg_profit_brl': 15.51, 'avg_win_brl': 17.35, 'avg_loss_brl': -56.88, 'profit_factor': 12.5736, 'max_drawdown_pct': 0.39, 'expected_payoff': 15.51, 'on_tester_value': 134698.736842}",COMPLETE
277,11211.610811,2026-03-26 02:12:49.441305,2026-03-26 02:12:53.041553,0 days 00:00:03.600248,35,True,True,True,True,True,650,0.25,845,15,4,0.32,0.65,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 711, 'win_rate': 0.955, 'net_profit_brl': 13330.0, 'avg_profit_brl': 18.75, 'avg_win_brl': 23.13, 'avg_loss_brl': -76.61, 'profit_factor': 6.6126, 'max_drawdown_pct': 1.19, 'expected_payoff': 18.75, 'on_tester_value': 11211.610811}",COMPLETE
278,24850.716,2026-03-26 02:12:53.041624,2026-03-26 02:12:57.067867,0 days 00:00:04.026243,10,True,True,True,True,True,565,0.35,870,1,3,0.16,0.6,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4055, 'win_rate': 0.7499, 'net_profit_brl': 60730.0, 'avg_profit_brl': 14.98, 'avg_win_brl': 42.92, 'avg_loss_brl': -72.31, 'profit_factor': 1.8703, 'max_drawdown_pct': 2.44, 'expected_payoff': 14.98, 'on_tester_value': 24850.716}",COMPLETE
279,28459.321875,2026-03-26 02:12:57.067953,2026-03-26 02:13:01.430150,0 days 00:00:04.362197,40,True,True,True,True,True,555,0.2,805,13,4,0.2,0.8500000000000001,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4370, 'win_rate': 0.9149, 'net_profit_brl': 84795.0, 'avg_profit_brl': 19.4, 'avg_win_brl': 28.22, 'avg_loss_brl': -84.98, 'profit_factor': 4.0235, 'max_drawdown_pct': 2.98, 'expected_payoff': 19.4, 'on_tester_value': 28459.321875}",COMPLETE
280,7073.768824,2026-03-26 02:13:01.430214,2026-03-26 02:13:06.087658,0 days 00:00:04.657444,36,True,True,True,True,True,645,0.30000000000000004,835,13,3,0.19,0.7,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1416, 'win_rate': 0.846, 'net_profit_brl': 24235.0, 'avg_profit_brl': 17.12, 'avg_win_brl': 34.7, 'avg_loss_brl': -81.03, 'profit_factor': 2.3976, 'max_drawdown_pct': 3.43, 'expected_payoff': 17.12, 'on_tester_value': 7073.768824}",COMPLETE
281,42134.505882,2026-03-26 02:13:06.087724,2026-03-26 02:13:11.283101,0 days 00:00:05.195377,16,True,True,True,True,True,645,0.30000000000000004,855,3,3,0.1,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2875, 'win_rate': 0.959, 'net_profit_brl': 31170.0, 'avg_profit_brl': 10.84, 'avg_win_brl': 12.81, 'avg_loss_brl': -44.26, 'profit_factor': 8.4928, 'max_drawdown_pct': 0.74, 'expected_payoff': 10.84, 'on_tester_value': 42134.505882}",COMPLETE
282,73743.965714,2026-03-26 02:13:11.283170,2026-03-26 02:13:15.884168,0 days 00:00:04.600998,39,True,True,True,True,True,540,0.25,815,15,3,0.19,0.6,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5074, 'win_rate': 0.8203, 'net_profit_brl': 88940.0, 'avg_profit_brl': 17.53, 'avg_win_brl': 33.55, 'avg_loss_brl': -62.29, 'profit_factor': 2.7541, 'max_drawdown_pct': 1.21, 'expected_payoff': 17.53, 'on_tester_value': 73743.965714}",COMPLETE
283,94148.3375,2026-03-26 02:13:15.884247,2026-03-26 02:13:19.910727,0 days 00:00:04.026480,10,False,True,True,False,True,565,0.15,885,7,3,0.15000000000000002,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3106, 'win_rate': 0.9511, 'net_profit_brl': 32215.0, 'avg_profit_brl': 10.37, 'avg_win_brl': 12.52, 'avg_loss_brl': -40.85, 'profit_factor': 7.7395, 'max_drawdown_pct': 0.34, 'expected_payoff': 10.37, 'on_tester_value': 94148.3375}",COMPLETE
284,53176.75,2026-03-26 02:13:19.910776,2026-03-26 02:13:24.020039,0 days 00:00:04.109263,13,False,True,True,False,True,550,0.15,870,10,3,0.22,0.65,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2772, 'win_rate': 0.9618, 'net_profit_brl': 27450.0, 'avg_profit_brl': 9.9, 'avg_win_brl': 11.63, 'avg_loss_brl': -46.04, 'profit_factor': 8.7433, 'max_drawdown_pct': 0.52, 'expected_payoff': 9.9, 'on_tester_value': 53176.75}",COMPLETE
285,22787.288462,2026-03-26 02:13:24.020143,2026-03-26 02:13:27.283600,0 days 00:00:03.263457,12,True,True,True,False,True,610,0.15,890,11,4,0.18,0.8500000000000001,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1955, 'win_rate': 0.9115, 'net_profit_brl': 38150.0, 'avg_profit_brl': 19.51, 'avg_win_brl': 30.7, 'avg_loss_brl': -102.16, 'profit_factor': 3.3051, 'max_drawdown_pct': 1.67, 'expected_payoff': 19.51, 'on_tester_value': 22787.288462}",COMPLETE
286,15723.302174,2026-03-26 02:13:27.283667,2026-03-26 02:13:30.537247,0 days 00:00:03.253580,13,False,True,True,False,True,595,0.15,795,9,3,0.11,0.5,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2521, 'win_rate': 0.8005, 'net_profit_brl': 35230.0, 'avg_profit_brl': 13.97, 'avg_win_brl': 29.96, 'avg_loss_brl': -54.04, 'profit_factor': 2.3961, 'max_drawdown_pct': 2.24, 'expected_payoff': 13.97, 'on_tester_value': 15723.302174}",COMPLETE
287,122576.612903,2026-03-26 02:13:30.537308,2026-03-26 02:13:34.101170,0 days 00:00:03.563862,26,True,True,True,True,True,540,0.25,805,4,3,0.15000000000000002,0.7,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6332, 'win_rate': 0.9027, 'net_profit_brl': 101330.0, 'avg_profit_brl': 16.0, 'avg_win_brl': 23.25, 'avg_loss_brl': -61.29, 'profit_factor': 4.2102, 'max_drawdown_pct': 0.83, 'expected_payoff': 16.0, 'on_tester_value': 122576.612903}",COMPLETE
288,63594.6,2026-03-26 02:13:34.101222,2026-03-26 02:13:37.273958,0 days 00:00:03.172736,34,True,True,True,True,True,550,0.25,895,5,3,0.17,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5419, 'win_rate': 0.9483, 'net_profit_brl': 51080.0, 'avg_profit_brl': 9.43, 'avg_win_brl': 11.68, 'avg_loss_brl': -45.46, 'profit_factor': 6.7041, 'max_drawdown_pct': 0.8, 'expected_payoff': 9.43, 'on_tester_value': 63594.6}",COMPLETE
