number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
100,29040.886111,2026-03-26 02:02:13.521035,2026-03-26 02:02:17.596070,0 days 00:00:04.075035,15,True,True,True,True,True,555,0.2,830,8,4,0.24000000000000002,0.75,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3694, 'win_rate': 0.9136, 'net_profit_brl': 73315.0, 'avg_profit_brl': 19.85, 'avg_win_brl': 28.55, 'avg_loss_brl': -82.23, 'profit_factor': 4.1841, 'max_drawdown_pct': 2.52, 'expected_payoff': 19.85, 'on_tester_value': 29040.886111}",COMPLETE
101,24757.022727,2026-03-26 02:02:17.596125,2026-03-26 02:02:21.778940,0 days 00:00:04.182815,10,True,True,True,True,True,565,0.2,840,6,3,0.27,1.0,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2805, 'win_rate': 0.9765, 'net_profit_brl': 30225.0, 'avg_profit_brl': 10.78, 'avg_win_brl': 12.21, 'avg_loss_brl': -78.78, 'profit_factor': 10.3576, 'max_drawdown_pct': 1.22, 'expected_payoff': 10.78, 'on_tester_value': 24757.022727}",COMPLETE
102,17029.692308,2026-03-26 02:02:21.778999,2026-03-26 02:02:25.723810,0 days 00:00:03.944811,23,True,True,True,True,True,715,0.2,785,3,4,0.15000000000000002,0.55,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 520, 'win_rate': 0.9654, 'net_profit_brl': 8675.0, 'avg_profit_brl': 16.68, 'avg_win_brl': 18.54, 'avg_loss_brl': -45.0, 'profit_factor': 14.7698, 'max_drawdown_pct': 0.51, 'expected_payoff': 16.68, 'on_tester_value': 17029.692308}",COMPLETE
103,26888.84434,2026-03-26 02:02:25.723879,2026-03-26 02:02:29.381220,0 days 00:00:03.657341,26,True,True,True,True,True,540,0.25,855,9,6,0.19,0.9,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5197, 'win_rate': 0.9594, 'net_profit_brl': 50375.0, 'avg_profit_brl': 9.69, 'avg_win_brl': 11.98, 'avg_loss_brl': -59.97, 'profit_factor': 6.3848, 'max_drawdown_pct': 1.87, 'expected_payoff': 9.69, 'on_tester_value': 26888.84434}",COMPLETE
104,12986.430769,2026-03-26 02:02:29.381285,2026-03-26 02:02:32.816125,0 days 00:00:03.434840,14,False,True,True,True,True,585,0.2,885,7,4,0.25,0.65,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1849, 'win_rate': 0.7664, 'net_profit_brl': 32560.0, 'avg_profit_brl': 17.61, 'avg_win_brl': 46.15, 'avg_loss_brl': -77.43, 'profit_factor': 1.9918, 'max_drawdown_pct': 2.51, 'expected_payoff': 17.61, 'on_tester_value': 12986.430769}",COMPLETE
105,10697.83,2026-03-26 02:02:32.816198,2026-03-26 02:02:36.010218,0 days 00:00:03.194020,21,True,True,True,True,True,635,0.15,840,10,3,0.13,0.55,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2458, 'win_rate': 0.7941, 'net_profit_brl': 37405.0, 'avg_profit_brl': 15.22, 'avg_win_brl': 35.16, 'avg_loss_brl': -64.01, 'profit_factor': 2.1975, 'max_drawdown_pct': 3.5, 'expected_payoff': 15.22, 'on_tester_value': 10697.83}",COMPLETE
106,46337.673,2026-03-26 02:02:36.010270,2026-03-26 02:02:39.154629,0 days 00:00:03.144359,25,False,True,True,True,True,545,0.15,890,5,3,0.18,1.0,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5175, 'win_rate': 0.9285, 'net_profit_brl': 79865.0, 'avg_profit_brl': 15.43, 'avg_win_brl': 22.95, 'avg_loss_brl': -88.62, 'profit_factor': 3.6276, 'max_drawdown_pct': 1.72, 'expected_payoff': 15.43, 'on_tester_value': 46337.673}",COMPLETE
107,3374.670543,2026-03-26 02:02:39.154702,2026-03-26 02:02:41.995254,0 days 00:00:02.840552,38,False,True,False,True,False,620,0.4,800,8,4,0.11,0.9,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1166, 'win_rate': 0.8156, 'net_profit_brl': 16750.0, 'avg_profit_brl': 14.37, 'avg_win_brl': 39.55, 'avg_loss_brl': -98.4, 'profit_factor': 1.803, 'max_drawdown_pct': 4.96, 'expected_payoff': 14.37, 'on_tester_value': 3374.670543}",COMPLETE
108,22288.014706,2026-03-26 02:02:41.995321,2026-03-26 02:02:45.159817,0 days 00:00:03.164496,24,True,True,True,False,True,570,0.30000000000000004,885,8,4,0.25,1.1,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2180, 'win_rate': 0.9578, 'net_profit_brl': 39675.0, 'avg_profit_brl': 18.2, 'avg_win_brl': 23.32, 'avg_loss_brl': -121.82, 'profit_factor': 5.401, 'max_drawdown_pct': 1.78, 'expected_payoff': 18.2, 'on_tester_value': 22288.014706}",COMPLETE
109,60511.36,2026-03-26 02:02:45.159874,2026-03-26 02:02:48.556982,0 days 00:00:03.397108,29,False,False,True,True,True,550,0.2,865,4,3,0.21000000000000002,1.35,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2882, 'win_rate': 0.9736, 'net_profit_brl': 41560.0, 'avg_profit_brl': 14.42, 'avg_win_brl': 17.23, 'avg_loss_brl': -104.38, 'profit_factor': 7.1253, 'max_drawdown_pct': 0.69, 'expected_payoff': 14.42, 'on_tester_value': 60511.36}",COMPLETE
110,12057.886628,2026-03-26 02:02:48.557044,2026-03-26 02:02:52.128846,0 days 00:00:03.571802,31,False,True,True,True,True,550,0.15,860,1,4,0.22,1.35,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3669, 'win_rate': 0.8403, 'net_profit_brl': 54075.0, 'avg_profit_brl': 14.74, 'avg_win_brl': 44.11, 'avg_loss_brl': -142.69, 'profit_factor': 1.6602, 'max_drawdown_pct': 4.48, 'expected_payoff': 14.74, 'on_tester_value': 12057.886628}",COMPLETE
111,13062.07027,2026-03-26 02:02:52.128902,2026-03-26 02:02:55.574646,0 days 00:00:03.445744,19,False,True,True,True,True,715,0.15,870,3,3,0.1,0.9,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1070, 'win_rate': 0.9636, 'net_profit_brl': 16180.0, 'avg_profit_brl': 15.12, 'avg_win_brl': 18.75, 'avg_loss_brl': -82.89, 'profit_factor': 6.1365, 'max_drawdown_pct': 1.24, 'expected_payoff': 15.12, 'on_tester_value': 13062.07027}",COMPLETE
112,14060.203774,2026-03-26 02:02:55.574692,2026-03-26 02:02:59.046158,0 days 00:00:03.471466,31,False,False,True,True,True,620,0.2,855,13,3,0.18,1.25,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1300, 'win_rate': 0.9692, 'net_profit_brl': 24610.0, 'avg_profit_brl': 18.93, 'avg_win_brl': 23.29, 'avg_loss_brl': -135.29, 'profit_factor': 6.1975, 'max_drawdown_pct': 1.75, 'expected_payoff': 18.93, 'on_tester_value': 14060.203774}",COMPLETE
113,4613.21223,2026-03-26 02:02:59.046216,2026-03-26 02:03:02.369884,0 days 00:00:03.323668,19,False,True,True,True,False,590,0.15,780,6,3,0.14,1.05,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2131, 'win_rate': 0.7982, 'net_profit_brl': 28755.0, 'avg_profit_brl': 13.49, 'avg_win_brl': 46.33, 'avg_loss_brl': -118.03, 'profit_factor': 1.5746, 'max_drawdown_pct': 6.23, 'expected_payoff': 13.49, 'on_tester_value': 4613.21223}",COMPLETE
114,3883.878049,2026-03-26 02:03:02.369978,2026-03-26 02:03:05.703155,0 days 00:00:03.333177,21,False,False,True,True,True,625,0.2,835,6,3,0.37,1.4,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 535, 'win_rate': 0.9888, 'net_profit_brl': 5780.0, 'avg_profit_brl': 10.8, 'avg_win_brl': 11.73, 'avg_loss_brl': -106.25, 'profit_factor': 14.6, 'max_drawdown_pct': 1.49, 'expected_payoff': 10.8, 'on_tester_value': 3883.878049}",COMPLETE
115,26239.01087,2026-03-26 02:03:05.703201,2026-03-26 02:03:09.113276,0 days 00:00:03.410075,29,False,False,True,True,True,560,0.25,805,2,4,0.18,1.1,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2596, 'win_rate': 0.9545, 'net_profit_brl': 46245.0, 'avg_profit_brl': 17.81, 'avg_win_brl': 22.92, 'avg_loss_brl': -104.46, 'profit_factor': 5.3834, 'max_drawdown_pct': 1.76, 'expected_payoff': 17.81, 'on_tester_value': 26239.01087}",COMPLETE
116,50558.696296,2026-03-26 02:03:09.113353,2026-03-26 02:03:12.683289,0 days 00:00:03.569936,25,False,True,True,True,True,540,0.15,885,4,4,0.22,0.95,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4844, 'win_rate': 0.9354, 'net_profit_brl': 63670.0, 'avg_profit_brl': 13.14, 'avg_win_brl': 17.46, 'avg_loss_brl': -62.83, 'profit_factor': 5.1197, 'max_drawdown_pct': 1.26, 'expected_payoff': 13.14, 'on_tester_value': 50558.696296}",COMPLETE
117,55591.071429,2026-03-26 02:03:12.683351,2026-03-26 02:03:15.960509,0 days 00:00:03.277158,26,False,True,True,False,True,595,0.15,890,3,4,0.14,0.8500000000000001,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2264, 'win_rate': 0.9695, 'net_profit_brl': 34590.0, 'avg_profit_brl': 15.28, 'avg_win_brl': 17.81, 'avg_loss_brl': -72.66, 'profit_factor': 8.6781, 'max_drawdown_pct': 0.62, 'expected_payoff': 15.28, 'on_tester_value': 55591.071429}",COMPLETE
118,22296.35625,2026-03-26 02:03:15.960562,2026-03-26 02:03:19.156922,0 days 00:00:03.196360,27,False,True,False,False,True,610,0.2,870,4,5,0.1,0.8,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1665, 'win_rate': 0.9477, 'net_profit_brl': 23130.0, 'avg_profit_brl': 13.89, 'avg_win_brl': 18.03, 'avg_loss_brl': -64.1, 'profit_factor': 5.3477, 'max_drawdown_pct': 1.04, 'expected_payoff': 13.89, 'on_tester_value': 22296.35625}",COMPLETE
119,232.844037,2026-03-26 02:03:19.156974,2026-03-26 02:03:22.978688,0 days 00:00:03.821714,25,False,True,True,False,True,660,0.15,845,3,3,0.12000000000000001,0.75,0.55,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1101, 'win_rate': 0.5931, 'net_profit_brl': 3760.0, 'avg_profit_brl': 3.42, 'avg_win_brl': 65.26, 'avg_loss_brl': -87.91, 'profit_factor': 1.0968, 'max_drawdown_pct': 16.15, 'expected_payoff': 3.42, 'on_tester_value': 232.844037}",COMPLETE
120,5430.220149,2026-03-26 02:03:22.978755,2026-03-26 02:03:27.129912,0 days 00:00:04.151157,34,True,True,True,True,False,645,0.2,855,9,3,0.1,1.0,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2255, 'win_rate': 0.7743, 'net_profit_brl': 25895.0, 'avg_profit_brl': 11.48, 'avg_win_brl': 47.39, 'avg_loss_brl': -112.55, 'profit_factor': 1.4556, 'max_drawdown_pct': 4.77, 'expected_payoff': 11.48, 'on_tester_value': 5430.220149}",COMPLETE
121,32772.019231,2026-03-26 02:03:27.129982,2026-03-26 02:03:31.176762,0 days 00:00:04.046780,28,False,True,True,False,True,555,0.2,860,5,3,0.21000000000000002,1.15,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2507, 'win_rate': 0.9809, 'net_profit_brl': 25435.0, 'avg_profit_brl': 10.15, 'avg_win_brl': 11.67, 'avg_loss_brl': -81.38, 'profit_factor': 8.8141, 'max_drawdown_pct': 0.78, 'expected_payoff': 10.15, 'on_tester_value': 32772.019231}",COMPLETE
122,57444.75,2026-03-26 02:03:31.176816,2026-03-26 02:03:35.350007,0 days 00:00:04.173191,19,False,True,True,False,True,565,0.2,875,5,5,0.17,0.9,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2677, 'win_rate': 0.9634, 'net_profit_brl': 39600.0, 'avg_profit_brl': 14.79, 'avg_win_brl': 17.81, 'avg_loss_brl': -79.06, 'profit_factor': 7.2609, 'max_drawdown_pct': 0.69, 'expected_payoff': 14.79, 'on_tester_value': 57444.75}",COMPLETE
123,31431.2625,2026-03-26 02:03:35.350074,2026-03-26 02:03:39.566588,0 days 00:00:04.216514,20,False,True,True,False,True,570,0.2,845,6,6,0.12000000000000001,0.9,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3400, 'win_rate': 0.9574, 'net_profit_brl': 34635.0, 'avg_profit_brl': 10.19, 'avg_win_brl': 12.92, 'avg_loss_brl': -61.28, 'profit_factor': 5.6709, 'max_drawdown_pct': 1.1, 'expected_payoff': 10.19, 'on_tester_value': 31431.2625}",COMPLETE
124,13853.214815,2026-03-26 02:03:39.566681,2026-03-26 02:03:43.846832,0 days 00:00:04.280151,35,True,False,True,True,True,680,0.15,870,6,3,0.14,0.8,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1134, 'win_rate': 0.9815, 'net_profit_brl': 12560.0, 'avg_profit_brl': 11.08, 'avg_win_brl': 12.22, 'avg_loss_brl': -52.0, 'profit_factor': 13.0769, 'max_drawdown_pct': 0.91, 'expected_payoff': 11.08, 'on_tester_value': 13853.214815}",COMPLETE
125,21274.033333,2026-03-26 02:03:43.846912,2026-03-26 02:03:48.022794,0 days 00:00:04.175882,23,False,True,True,False,True,585,0.2,790,7,3,0.26,1.0,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1190, 'win_rate': 0.9882, 'net_profit_brl': 19185.0, 'avg_profit_brl': 16.12, 'avg_win_brl': 17.27, 'avg_loss_brl': -94.17, 'profit_factor': 17.9779, 'max_drawdown_pct': 0.9, 'expected_payoff': 16.12, 'on_tester_value': 21274.033333}",COMPLETE
126,3631.613139,2026-03-26 02:03:48.022866,2026-03-26 02:03:52.170337,0 days 00:00:04.147471,28,False,False,True,False,True,585,0.2,800,4,3,0.21000000000000002,1.4500000000000002,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1034, 'win_rate': 0.8946, 'net_profit_brl': 19450.0, 'avg_profit_brl': 18.81, 'avg_win_brl': 40.2, 'avg_loss_brl': -165.75, 'profit_factor': 2.0967, 'max_drawdown_pct': 5.36, 'expected_payoff': 18.81, 'on_tester_value': 3631.613139}",COMPLETE
127,90328.666667,2026-03-26 02:03:52.170408,2026-03-26 02:03:56.682163,0 days 00:00:04.511755,23,False,True,True,True,True,555,0.25,895,6,4,0.12000000000000001,1.0,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5581, 'win_rate': 0.9459, 'net_profit_brl': 75350.0, 'avg_profit_brl': 13.5, 'avg_win_brl': 18.38, 'avg_loss_brl': -80.0, 'profit_factor': 4.4756, 'max_drawdown_pct': 0.83, 'expected_payoff': 13.5, 'on_tester_value': 90328.666667}",COMPLETE
128,14771.887255,2026-03-26 02:03:56.682213,2026-03-26 02:04:00.753271,0 days 00:00:04.071058,23,False,True,True,True,True,590,0.30000000000000004,870,5,5,0.12000000000000001,1.1,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3560, 'win_rate': 0.916, 'net_profit_brl': 60125.0, 'avg_profit_brl': 16.89, 'avg_win_brl': 29.17, 'avg_loss_brl': -121.12, 'profit_factor': 2.7176, 'max_drawdown_pct': 4.07, 'expected_payoff': 16.89, 'on_tester_value': 14771.887255}",COMPLETE
129,4084.5,2026-03-26 02:04:00.753331,2026-03-26 02:04:04.280427,0 days 00:00:03.527096,38,False,False,False,True,True,595,0.2,775,3,4,0.30000000000000004,1.35,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 593, 'win_rate': 0.9916, 'net_profit_brl': 5835.0, 'avg_profit_brl': 9.84, 'avg_win_brl': 10.82, 'avg_loss_brl': -132.5, 'profit_factor': 12.0094, 'max_drawdown_pct': 1.43, 'expected_payoff': 9.84, 'on_tester_value': 4084.5}",COMPLETE
130,14409.675,2026-03-26 02:04:04.280499,2026-03-26 02:04:08.195983,0 days 00:00:03.915484,39,True,True,False,True,True,560,0.2,805,9,5,0.27,0.95,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2315, 'win_rate': 0.9313, 'net_profit_brl': 45745.0, 'avg_profit_brl': 19.76, 'avg_win_brl': 27.75, 'avg_loss_brl': -101.33, 'profit_factor': 4.2478, 'max_drawdown_pct': 3.17, 'expected_payoff': 19.76, 'on_tester_value': 14409.675}",COMPLETE
131,11041.686667,2026-03-26 02:04:08.196046,2026-03-26 02:04:12.025344,0 days 00:00:03.829298,39,False,False,False,True,True,570,0.4,890,8,3,0.17,0.65,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1331, 'win_rate': 0.8993, 'net_profit_brl': 24610.0, 'avg_profit_brl': 18.49, 'avg_win_brl': 27.38, 'avg_loss_brl': -66.93, 'profit_factor': 4.0141, 'max_drawdown_pct': 2.23, 'expected_payoff': 18.49, 'on_tester_value': 11041.686667}",COMPLETE
132,15820.8,2026-03-26 02:04:12.025403,2026-03-26 02:04:15.759365,0 days 00:00:03.733962,31,False,True,True,False,True,585,0.15,800,1,4,0.19,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1688, 'win_rate': 0.9704, 'net_profit_brl': 25600.0, 'avg_profit_brl': 15.17, 'avg_win_brl': 17.16, 'avg_loss_brl': -61.34, 'profit_factor': 11.1789, 'max_drawdown_pct': 1.62, 'expected_payoff': 15.17, 'on_tester_value': 15820.8}",COMPLETE
133,11056.096552,2026-03-26 02:04:15.759424,2026-03-26 02:04:19.436801,0 days 00:00:03.677377,20,False,True,False,False,True,610,0.15,810,3,3,0.18,1.35,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 859, 'win_rate': 0.9732, 'net_profit_brl': 15810.0, 'avg_profit_brl': 18.41, 'avg_win_brl': 22.76, 'avg_loss_brl': -140.0, 'profit_factor': 5.9099, 'max_drawdown_pct': 1.43, 'expected_payoff': 18.41, 'on_tester_value': 11056.096552}",COMPLETE
134,14577.107895,2026-03-26 02:04:19.436887,2026-03-26 02:04:22.537968,0 days 00:00:03.101081,13,False,False,True,False,True,555,0.2,875,3,4,0.19,1.0,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1942, 'win_rate': 0.8728, 'net_profit_brl': 34095.0, 'avg_profit_brl': 17.56, 'avg_win_brl': 35.76, 'avg_loss_brl': -112.87, 'profit_factor': 2.2854, 'max_drawdown_pct': 2.34, 'expected_payoff': 17.56, 'on_tester_value': 14577.107895}",COMPLETE
135,25009.25,2026-03-26 02:04:22.538013,2026-03-26 02:04:25.659302,0 days 00:00:03.121289,37,False,True,True,False,True,565,0.25,755,4,4,0.2,1.4,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1970, 'win_rate': 0.9802, 'net_profit_brl': 30380.0, 'avg_profit_brl': 15.42, 'avg_win_brl': 17.49, 'avg_loss_brl': -109.19, 'profit_factor': 9.9749, 'max_drawdown_pct': 1.21, 'expected_payoff': 15.42, 'on_tester_value': 25009.25}",COMPLETE
136,12777.09697,2026-03-26 02:04:25.659365,2026-03-26 02:04:28.946110,0 days 00:00:03.286745,26,False,True,True,True,True,545,0.15,880,3,4,0.13,0.55,0.35,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6483, 'win_rate': 0.6702, 'net_profit_brl': 60990.0, 'avg_profit_brl': 9.41, 'avg_win_brl': 38.78, 'avg_loss_brl': -54.17, 'profit_factor': 1.5672, 'max_drawdown_pct': 4.77, 'expected_payoff': 9.41, 'on_tester_value': 12777.09697}",COMPLETE
137,38591.118421,2026-03-26 02:04:28.946154,2026-03-26 02:04:32.084743,0 days 00:00:03.138589,38,False,True,True,True,True,590,0.4,835,5,4,0.19,0.75,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1864, 'win_rate': 0.9753, 'net_profit_brl': 28475.0, 'avg_profit_brl': 15.28, 'avg_win_brl': 17.13, 'avg_loss_brl': -70.0, 'profit_factor': 11.7049, 'max_drawdown_pct': 0.74, 'expected_payoff': 15.28, 'on_tester_value': 38591.118421}",COMPLETE
138,13490.502273,2026-03-26 02:04:32.084788,2026-03-26 02:04:35.251359,0 days 00:00:03.166571,35,False,True,True,True,True,645,0.4,770,4,4,0.22,0.6,0.2,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 746, 'win_rate': 0.9477, 'net_profit_brl': 13785.0, 'avg_profit_brl': 18.48, 'avg_win_brl': 22.86, 'avg_loss_brl': -65.97, 'profit_factor': 6.8042, 'max_drawdown_pct': 1.02, 'expected_payoff': 18.48, 'on_tester_value': 13490.502273}",COMPLETE
139,5002.185417,2026-03-26 02:04:35.251427,2026-03-26 02:04:38.335838,0 days 00:00:03.084411,39,False,True,True,True,True,630,0.4,765,13,3,0.13,0.9,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1656, 'win_rate': 0.8593, 'net_profit_brl': 25790.0, 'avg_profit_brl': 15.57, 'avg_win_brl': 34.18, 'avg_loss_brl': -101.13, 'profit_factor': 2.1284, 'max_drawdown_pct': 5.16, 'expected_payoff': 15.57, 'on_tester_value': 5002.185417}",COMPLETE
140,5129.964486,2026-03-26 02:04:38.335899,2026-03-26 02:04:41.651270,0 days 00:00:03.315371,30,True,True,True,True,True,690,0.35,875,6,3,0.13,0.75,0.25,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1366, 'win_rate': 0.9026, 'net_profit_brl': 24905.0, 'avg_profit_brl': 18.23, 'avg_win_brl': 29.89, 'avg_loss_brl': -90.57, 'profit_factor': 3.0832, 'max_drawdown_pct': 4.85, 'expected_payoff': 18.23, 'on_tester_value': 5129.964486}",COMPLETE
141,10126.016667,2026-03-26 02:04:41.651328,2026-03-26 02:04:44.558678,0 days 00:00:02.907350,40,False,True,False,False,True,565,0.4,855,7,3,0.22,0.75,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 938, 'win_rate': 0.9797, 'net_profit_brl': 9640.0, 'avg_profit_brl': 10.28, 'avg_win_brl': 11.38, 'avg_loss_brl': -58.21, 'profit_factor': 12.8282, 'max_drawdown_pct': 0.95, 'expected_payoff': 10.28, 'on_tester_value': 10126.016667}",COMPLETE
142,67741.847826,2026-03-26 02:04:44.558726,2026-03-26 02:04:47.744115,0 days 00:00:03.185389,27,False,True,True,True,True,560,0.15,885,9,3,0.16,1.05,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4245, 'win_rate': 0.9625, 'net_profit_brl': 60625.0, 'avg_profit_brl': 14.28, 'avg_win_brl': 17.62, 'avg_loss_brl': -83.07, 'profit_factor': 6.3273, 'max_drawdown_pct': 0.89, 'expected_payoff': 14.28, 'on_tester_value': 67741.847826}",COMPLETE
143,1508.439024,2026-03-26 02:04:47.744158,2026-03-26 02:04:50.619271,0 days 00:00:02.875113,37,False,True,False,True,True,675,0.35,720,10,5,0.22,1.15,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 186, 'win_rate': 0.9839, 'net_profit_brl': 2675.0, 'avg_profit_brl': 14.38, 'avg_win_brl': 17.3, 'avg_loss_brl': -163.33, 'profit_factor': 6.4592, 'max_drawdown_pct': 1.77, 'expected_payoff': 14.38, 'on_tester_value': 1508.439024}",COMPLETE
144,7278.448649,2026-03-26 02:04:50.619313,2026-03-26 02:04:53.520044,0 days 00:00:02.900731,29,False,True,True,True,True,645,0.2,895,7,4,0.24000000000000002,0.95,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 991, 'win_rate': 0.9889, 'net_profit_brl': 10430.0, 'avg_profit_brl': 10.52, 'avg_win_brl': 11.72, 'avg_loss_brl': -95.91, 'profit_factor': 10.8863, 'max_drawdown_pct': 1.43, 'expected_payoff': 10.52, 'on_tester_value': 7278.448649}",COMPLETE
145,96842.115789,2026-03-26 02:04:53.520107,2026-03-26 02:04:56.754410,0 days 00:00:03.234303,25,True,True,True,True,True,570,0.15,860,4,3,0.12000000000000001,0.6,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5977, 'win_rate': 0.9277, 'net_profit_brl': 55355.0, 'avg_profit_brl': 9.26, 'avg_win_brl': 12.21, 'avg_loss_brl': -38.53, 'profit_factor': 5.4895, 'max_drawdown_pct': 0.57, 'expected_payoff': 9.26, 'on_tester_value': 96842.115789}",COMPLETE
146,26889.852,2026-03-26 02:04:56.754488,2026-03-26 02:04:59.711020,0 days 00:00:02.956532,30,False,False,True,True,True,580,0.25,855,7,3,0.19,1.4,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1935, 'win_rate': 0.9928, 'net_profit_brl': 21505.0, 'avg_profit_brl': 11.11, 'avg_win_brl': 11.7, 'avg_loss_brl': -98.0, 'profit_factor': 22.9439, 'max_drawdown_pct': 0.8, 'expected_payoff': 11.11, 'on_tester_value': 26889.852}",COMPLETE
147,3104.867039,2026-03-26 02:04:59.711089,2026-03-26 02:05:02.480093,0 days 00:00:02.769004,34,False,False,True,True,False,555,0.2,900,7,3,0.31,1.2000000000000002,0.55,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1227, 'win_rate': 0.7522, 'net_profit_brl': 17905.0, 'avg_profit_brl': 14.59, 'avg_win_brl': 60.48, 'avg_loss_brl': -128.11, 'profit_factor': 1.4722, 'max_drawdown_pct': 5.77, 'expected_payoff': 14.59, 'on_tester_value': 3104.867039}",COMPLETE
