name,family,config,params,all_start_date,all_end_date,all_trading_days,all_total_trades,all_win_rate,all_net_profit_brl,all_avg_profit_brl,all_avg_win_brl,all_avg_loss_brl,all_profit_factor,all_max_drawdown_pct,all_expected_payoff,all_on_tester_value,train_start_date,train_end_date,train_trading_days,train_total_trades,train_win_rate,train_net_profit_brl,train_avg_profit_brl,train_avg_win_brl,train_avg_loss_brl,train_profit_factor,train_max_drawdown_pct,train_expected_payoff,train_on_tester_value,test_start_date,test_end_date,test_trading_days,test_total_trades,test_win_rate,test_net_profit_brl,test_avg_profit_brl,test_avg_win_brl,test_avg_loss_brl,test_profit_factor,test_max_drawdown_pct,test_expected_payoff,test_on_tester_value
volume__short__w30__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w30__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2637,0.7254,14250.0,5.4,40.71,-87.87,1.224,8.95,5.4,1592.113636,2021-03-23,2024-09-16,872,1855,0.7245,10425.0,5.62,42.47,-91.3,1.2234,8.95,5.62,1164.756818,2024-09-17,2026-03-20,375,782,0.7276,3825.0,4.89,36.54,-79.65,1.2255,8.13,4.89,470.6875
volume__short__w30__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w30__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2559,0.7261,13895.0,5.43,40.93,-88.66,1.2236,8.96,5.43,1551.187273,2021-03-23,2024-09-16,872,1810,0.7254,10220.0,5.65,42.61,-92.01,1.2235,8.96,5.65,1140.923636,2024-09-17,2026-03-20,375,749,0.7276,3675.0,4.91,36.87,-80.49,1.2238,8.48,4.91,433.611111
volume__short__w30__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__short__w30__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""short"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2446,0.7257,13435.0,5.49,41.28,-89.17,1.2246,7.96,5.49,1686.889492,2021-03-23,2024-09-16,872,1745,0.7255,10070.0,5.77,42.88,-92.3,1.2278,7.96,5.77,1264.382373,2024-09-17,2026-03-20,375,701,0.7261,3365.0,4.8,37.3,-81.35,1.2154,8.92,4.8,377.38475
volume__both__w15__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w15__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""both"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1972,0.7252,11335.0,5.75,43.32,-93.39,1.2239,7.14,5.75,1588.585502,2021-03-23,2024-09-16,872,1455,0.7278,9470.0,6.51,44.72,-95.68,1.2499,7.14,6.51,1327.208178,2024-09-17,2026-03-20,375,517,0.7176,1865.0,3.61,39.33,-87.16,1.1466,9.09,3.61,205.15
volume__both__w15__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w15__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""both"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,1410,0.7362,10500.0,7.45,45.77,-99.48,1.2837,8.64,7.45,1214.680851,2021-03-23,2024-09-16,872,1096,0.7345,8295.0,7.57,46.77,-100.88,1.2826,8.64,7.57,959.597872,2024-09-17,2026-03-20,375,314,0.742,2205.0,7.02,42.3,-94.44,1.2882,6.72,7.02,328.012759
volume__both__w15__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w15__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""both"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,838,0.7351,6355.0,7.58,48.16,-105.0,1.2726,8.92,7.58,712.730903,2021-03-23,2024-09-16,872,694,0.7378,5700.0,8.21,48.57,-105.33,1.2973,8.92,8.21,639.270833,2024-09-17,2026-03-20,375,144,0.7222,655.0,4.55,46.11,-103.5,1.1582,4.55,4.55,143.81828
volume__both__w25__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w25__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""both"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2509,0.7254,13360.0,5.32,41.21,-89.48,1.2167,9.01,5.32,1482.150303,2021-03-23,2024-09-16,872,1792,0.7254,10130.0,5.65,42.87,-92.69,1.2221,9.01,5.65,1123.816061,2024-09-17,2026-03-20,375,717,0.7252,3230.0,4.5,37.07,-81.45,1.2013,8.09,4.5,399.084444
volume__both__w25__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w25__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""both"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,2263,0.7269,12610.0,5.57,42.14,-91.76,1.2224,7.95,5.57,1586.295254,2021-03-23,2024-09-16,872,1643,0.7255,9520.0,5.79,43.67,-94.32,1.2238,7.95,5.79,1197.583729,2024-09-17,2026-03-20,375,620,0.7306,3090.0,4.98,38.09,-84.82,1.2181,8.69,4.98,355.43089
volume__both__w25__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w25__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""both"", ""volume_window"": 25}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 25}",2021-03-23,2026-03-20,1247,1940,0.7304,12310.0,6.35,43.6,-94.58,1.2489,7.25,6.35,1696.857993,2021-03-23,2024-09-16,872,1452,0.7293,9540.0,6.57,44.84,-96.55,1.2514,7.25,6.57,1315.030483,2024-09-17,2026-03-20,375,488,0.7336,2770.0,5.68,39.92,-88.62,1.2405,9.65,5.68,286.977251
volume__both__w30__ge_30000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w30__ge_30000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 30000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 30000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2587,0.7259,14130.0,5.46,40.92,-88.46,1.2253,8.93,5.46,1582.56,2021-03-23,2024-09-16,872,1831,0.7253,10490.0,5.73,42.65,-91.75,1.2273,8.93,5.73,1174.88,2024-09-17,2026-03-20,375,756,0.7275,3640.0,4.81,36.74,-80.41,1.2197,8.08,4.81,450.348889
volume__both__w30__ge_40000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w30__ge_40000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 40000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 40000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2430,0.7267,13420.0,5.52,41.49,-90.13,1.2242,8.8,5.52,1525.0,2021-03-23,2024-09-16,872,1740,0.7276,10350.0,5.95,43.1,-93.29,1.2341,8.8,5.95,1176.136364,2024-09-17,2026-03-20,375,690,0.7246,3070.0,4.45,37.39,-82.24,1.1965,8.59,4.45,357.470157
volume__both__w30__ge_50000,volume,"{""family"": ""volume"", ""name"": ""volume__both__w30__ge_50000"", ""relvol_lookback"": 20, ""relvol_min"": 0.0, ""relvol_mode"": ""off"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 50000.0, ""volume_mode"": ""both"", ""volume_window"": 30}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": false, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": true, ""ApplyVolumeFilterToShorts"": true, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.0, ""MinSignalVolumeWindowSum"": 50000.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 30}",2021-03-23,2026-03-20,1247,2209,0.7284,13055.0,5.91,42.41,-91.96,1.2366,7.05,5.91,1850.509851,2021-03-23,2024-09-16,872,1610,0.7286,10165.0,6.31,43.92,-94.63,1.2458,7.05,6.31,1440.860409,2024-09-17,2026-03-20,375,599,0.7279,2890.0,4.82,38.33,-84.79,1.2091,9.08,4.82,318.329208
relvol__long__lb20__ge_0.85,relvol,"{""family"": ""relvol"", ""name"": ""relvol__long__lb20__ge_0.85"", ""relvol_lookback"": 20, ""relvol_min"": 0.85, ""relvol_mode"": ""long"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": true, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 0.85, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2480,0.721,12420.0,5.01,40.92,-87.78,1.2045,8.67,5.01,1433.170588,2021-03-23,2024-09-16,872,1740,0.7195,8980.0,5.16,42.68,-91.1,1.202,8.67,5.16,1036.221569,2024-09-17,2026-03-20,375,740,0.7243,3440.0,4.65,36.81,-79.85,1.2112,8.71,4.65,394.797927
relvol__long__lb20__ge_1.00,relvol,"{""family"": ""relvol"", ""name"": ""relvol__long__lb20__ge_1.00"", ""relvol_lookback"": 20, ""relvol_min"": 1.0, ""relvol_mode"": ""long"", ""trend_min"": 0.0, ""trend_mode"": ""off"", ""trend_window"": 15, ""volume_min"": 0.0, ""volume_mode"": ""off"", ""volume_window"": 15}","{""ATRTimeFrame"": 15, ""ATR_Length"": 20, ""AllowFriday"": true, ""AllowMonday"": true, ""AllowThursday"": true, ""AllowTuesday"": true, ""AllowWednesday"": true, ""ApplyRelativeVolumeFilterToLongs"": true, ""ApplyRelativeVolumeFilterToShorts"": false, ""ApplyTrendEfficiencyFilterToLongs"": false, ""ApplyTrendEfficiencyFilterToShorts"": false, ""ApplyVolumeFilterToLongs"": false, ""ApplyVolumeFilterToShorts"": false, ""ContractsPerTrade"": 1.0, ""EntryStart_Hour"": 10, ""EntryStart_Minute"": 0, ""FilterAsPercOfContractMARange"": 0.3, ""LastEntry_Hour"": 15, ""LastEntry_Minute"": 0, ""MarketClose_Hour"": 18, ""MarketClose_Minute"": 0, ""MinDirectionalTrendEfficiency15m"": 0.0, ""MinRelativeVolumeAtTime"": 1.0, ""MinSignalVolumeWindowSum"": 0.0, ""MinutesBeforeMarketCloseToClosePositions"": 5, ""NumDaysToConsiderPreviousContractMARange"": 5, ""RelativeVolumeLookbackDays"": 20, ""RetracementLevel"": 0.25, ""SL_ATRMultiplier"": 0.78, ""TP_ATRMultiplier"": 0.36, ""TrendEfficiencyWindowMinutes"": 15, ""VolumeWindowMinutes"": 15}",2021-03-23,2026-03-20,1247,2249,0.7239,12320.0,5.48,41.35,-88.55,1.224,6.19,5.48,1988.719266,2021-03-23,2024-09-16,872,1565,0.7246,9310.0,5.95,43.21,-92.08,1.2346,6.19,5.95,1502.838991,2024-09-17,2026-03-20,375,684,0.7222,3010.0,4.4,37.07,-80.55,1.1967,7.68,4.4,392.034146
